-1.780413240194320679e-01,-3.904379606246948242e-01,-8.387206494808197021e-02,-3.255614042282104492e-01,6.533319950103759766e-01,2.084338426589965820e+00,1.317778468132019043e+00,-3.100685477256774902e-01,-1.316018700599670410e+00
-1.509040474891662598e+00,-1.031864047050476074e+00,-2.169724225997924805e+00,2.471129894256591797e-01,5.395113229751586914e-01,2.959652841091156006e-01,2.765304148197174072e-01,2.246802896261215210e-01,-1.676861405372619629e+00
1.227214097976684570e+00,1.052403450012207031e+00,-8.597412705421447754e-01,-1.196708321571350098e+00,1.243232727050781250e+00,-1.090333342552185059e+00,-4.734246991574764252e-03,-3.364515304565429688e-01,1.714492797851562500e+00
-1.024961471557617188e+00,-5.102102756500244141e-01,-3.585240989923477173e-02,-1.259597778320312500e+00,3.265190124511718750e-01,6.228562593460083008e-01,-2.528604120016098022e-02,1.833397984504699707e+00,-6.284715533256530762e-01
-1.903373748064041138e-01,-1.307368516921997070e+00,-6.908342242240905762e-01,-5.646742507815361023e-02,1.406719565391540527e+00,-8.915691375732421875e-01,7.804390192031860352e-01,-3.739928305149078369e-01,-9.658238887786865234e-01
-5.100644230842590332e-01,6.379753351211547852e-01,9.932520985603332520e-01,-1.833542466163635254e+00,-3.636625707149505615e-01,-1.112102746963500977e+00,-1.762558221817016602e-01,9.524888396263122559e-01,-1.114006876945495605e+00
6.840412020683288574e-01,-1.289104372262954712e-01,7.597312927246093750e-01,-8.790693879127502441e-01,-1.463374376296997070e+00,-7.225769013166427612e-02,-1.603661537170410156e+00,-1.689293861389160156e+00,-5.278167128562927246e-01
-2.054892107844352722e-02,1.669795155525207520e+00,-7.269141674041748047e-01,-5.320529341697692871e-01,-1.019471049308776855e+00,6.602428555488586426e-01,-3.069469630718231201e-01,1.680003643035888672e+00,1.242463588714599609e+00
-9.362602233886718750e-01,2.092931032180786133e+00,-5.802270174026489258e-01,-1.551302313804626465e+00,-2.163657903671264648e+00,-1.271572858095169067e-01,-6.376251578330993652e-01,-7.316979765892028809e-01,5.688375830650329590e-01
1.144190073013305664e+00,1.974583745002746582e+00,1.327472686767578125e+00,-3.878920078277587891e-01,-7.030105590820312500e-01,-4.640231132507324219e-01,1.203569889068603516e+00,-1.302158355712890625e+00,-5.883204340934753418e-01
-1.994241833686828613e+00,7.737694978713989258e-01,-4.775118529796600342e-01,1.063072443008422852e+00,4.687798023223876953e-01,-5.126693248748779297e-01,-1.696545243263244629e+00,5.947664007544517517e-02,-1.255376696586608887e+00
