1.707221031188964844e+00,-5.213608741760253906e-01,1.306474566459655762e+00,5.233418941497802734e-01,1.369016021490097046e-01,-1.188070416450500488e+00,1.212933301925659180e+00,-2.022850275039672852e+00,-2.112144947052001953e+00,-2.007675468921661377e-01
-1.192947328090667725e-01,1.365469574928283691e+00,-1.487454175949096680e+00,-2.956939935684204102e+00,-5.235517770051956177e-02,2.167404890060424805e+00,2.139269351959228516e+00,-3.510632514953613281e-01,-2.574767112731933594e+00,-2.755340635776519775e-01
-1.267603278160095215e+00,1.707499980926513672e+00,5.997826457023620605e-01,3.214150965213775635e-01,-1.672906279563903809e+00,2.341205358505249023e+00,-1.301157355308532715e+00,-1.881724119186401367e+00,-7.198404669761657715e-01,1.766332149505615234e+00
-1.270611047744750977e+00,1.666301846504211426e+00,-1.039214849472045898e+00,-6.921762228012084961e-01,-1.484845995903015137e+00,-1.974533796310424805e+00,-7.745219469070434570e-01,1.760462760925292969e+00,-9.105623364448547363e-01,-4.659545421600341797e-01
-9.620369076728820801e-01,1.349135041236877441e+00,1.146347165107727051e+00,-1.490659832954406738e+00,-1.012718677520751953e-02,1.317966878414154053e-01,-2.079110443592071533e-01,5.315441265702247620e-02,-1.576954126358032227e+00,-2.469124794006347656e+00
1.854051202535629272e-01,1.440717577934265137e+00,-1.244312524795532227e+00,8.915845751762390137e-01,-1.777678728103637695e-01,-8.293032646179199219e-01,8.505579829216003418e-02,4.187130928039550781e-01,-5.228970050811767578e-01,7.373738288879394531e-01
-4.080190658569335938e-01,1.057187676429748535e+00,-1.551494121551513672e+00,-6.079784035682678223e-01,-1.568482756614685059e+00,-8.278810232877731323e-02,-1.649529933929443359e-01,1.004349112510681152e+00,1.924220681190490723e+00,1.937699437141418457e+00
2.129051834344863892e-01,-2.765607833862304688e-01,-1.387666761875152588e-01,-1.228189826011657715e+00,2.845420837402343750e-01,1.087229609489440918e+00,-9.868564009666442871e-01,-1.906602025032043457e+00,9.277735352516174316e-01,2.847458124160766602e+00
1.441635847091674805e+00,4.575406014919281006e-01,-2.520930528640747070e+00,-1.697719812393188477e+00,-1.639150500297546387e+00,-8.590286374092102051e-01,-8.534326553344726562e-01,8.416426777839660645e-01,-2.327683418989181519e-01,1.083213686943054199e+00
-1.611347079277038574e+00,8.861696124076843262e-01,7.015019655227661133e-01,1.589647680521011353e-01,2.719055712223052979e-01,1.661740779876708984e+00,-1.317612051963806152e+00,5.785585045814514160e-01,8.535130023956298828e-01,-6.032740473747253418e-01
-1.420648217201232910e+00,9.728707075119018555e-01,-6.000708341598510742e-01,2.130574703216552734e+00,-1.252640128135681152e+00,2.009490251541137695e+00,-1.098796129226684570e+00,-2.060152053833007812e+00,-2.419245481491088867e+00,-1.931189060211181641e+00
-1.632349252700805664e+00,2.613237619400024414e+00,5.808886885643005371e-01,-7.262680530548095703e-01,1.805403232574462891e-01,1.638926029205322266e+00,6.523272991180419922e-01,-2.271720170974731445e+00,9.988920092582702637e-01,1.080450788140296936e-01
-8.856551051139831543e-01,3.185165822505950928e-01,-1.133865192532539368e-01,3.290478885173797607e-01,3.006725609302520752e-01,-1.422650098800659180e+00,-1.066763162612915039e+00,1.366775870323181152e+00,-1.493073344230651855e+00,6.507525444030761719e-01
4.925138652324676514e-01,1.332593560218811035e+00,-1.708687782287597656e+00,-2.787714958190917969e+00,6.777928471565246582e-01,8.625775575637817383e-01,-7.279480695724487305e-01,2.228470087051391602e+00,-1.120107054710388184e+00,1.335708022117614746e+00
1.140024289488792419e-01,1.993914484977722168e+00,-3.762702226638793945e+00,-2.315406799316406250e+00,2.180600911378860474e-01,1.700592875480651855e+00,6.071923375129699707e-01,-1.060451030731201172e+00,9.836556911468505859e-01,7.949690818786621094e-01
-2.717317342758178711e-01,4.639378070831298828e+00,-2.391714572906494141e+00,5.920000672340393066e-01,-6.301265358924865723e-01,1.543243169784545898e+00,-1.990886449813842773e+00,2.289279699325561523e+00,-2.281776189804077148e+00,9.182118177413940430e-01
-1.535739898681640625e-01,2.594890117645263672e+00,-7.615448832511901855e-01,1.300106793642044067e-01,1.457443833351135254e+00,-1.495096981525421143e-01,1.877064704895019531e-01,1.413733363151550293e+00,-6.530265808105468750e-01,2.911242485046386719e+00
1.231840997934341431e-01,5.305733680725097656e-01,-2.515146493911743164e+00,1.505775690078735352e+00,-1.910667061805725098e+00,-1.394076704978942871e+00,1.236192464828491211e+00,3.082145154476165771e-01,-2.513029336929321289e+00,4.014157690107822418e-03
1.059565305709838867e+00,2.292466640472412109e+00,-2.314223289489746094e+00,9.073410630226135254e-01,-1.387979149818420410e+00,-2.141053915023803711e+00,6.884747147560119629e-01,7.051987051963806152e-01,-1.607820630073547363e+00,-6.490529179573059082e-01
1.441930294036865234e+00,2.669312477111816406e+00,-1.934144973754882812e+00,1.374855279922485352e+00,-1.664205789566040039e+00,5.102757811546325684e-01,1.432860493659973145e-01,2.300453424453735352e+00,-3.148026466369628906e-01,4.567104876041412354e-01
-1.076014161109924316e+00,3.508733749389648438e+00,1.772379517555236816e+00,1.210953354835510254e+00,-1.598628520965576172e+00,-7.535559535026550293e-01,2.721957921981811523e+00,9.061395376920700073e-02,-6.598609685897827148e-02,-5.638715028762817383e-01
1.438018083572387695e-01,1.569539546966552734e+00,-1.585771799087524414e+00,-5.690948367118835449e-01,-6.171582937240600586e-01,-2.220578432083129883e+00,-2.664892673492431641e-01,1.769591093063354492e+00,1.177575469017028809e+00,-4.835619330406188965e-01
