-1.457308769226074219e+00,3.570705652236938477e-01,-6.258118748664855957e-01,-6.262813806533813477e-01,4.872031807899475098e-01
-4.318726956844329834e-01,1.032495379447937012e+00,-2.071618586778640747e-01,-9.177563339471817017e-02,-1.114567399024963379e+00
-3.832826912403106689e-01,9.269133806228637695e-01,3.267609775066375732e-01,-1.331424564123153687e-01,-2.890340566635131836e+00
-8.239984512329101562e-01,2.002428531646728516e+00,-4.967598021030426025e-01,-5.535501241683959961e-01,-1.249358057975769043e+00
4.740112125873565674e-01,6.964840739965438843e-02,9.257327914237976074e-01,-2.464012384414672852e+00,-6.307103037834167480e-01
2.116342335939407349e-01,1.154772400856018066e+00,-4.255976676940917969e-01,1.093646049499511719e+00,-1.788638353347778320e+00
7.351195812225341797e-02,4.669850766658782959e-01,-6.025220155715942383e-01,-4.332203269004821777e-01,-7.983916997909545898e-01
9.383348226547241211e-01,-1.269787192344665527e+00,1.829824686050415039e+00,-2.364619255065917969e+00,-2.099043846130371094e+00
5.421674251556396484e-01,-6.759880781173706055e-01,-2.081248760223388672e+00,7.955946922302246094e-01,2.075258791446685791e-01
-7.049368619918823242e-01,6.444808840751647949e-01,1.559614181518554688e+00,-9.105047583580017090e-01,-3.824506402015686035e-01
-8.691574335098266602e-01,1.927418231964111328e+00,1.549188375473022461e+00,1.239747047424316406e+00,9.917022585868835449e-01
2.290879011154174805e+00,-2.861001342535018921e-02,1.768758416175842285e+00,-5.426273941993713379e-01,1.809564113616943359e+00
-2.463359832763671875e-01,1.065835118293762207e+00,-1.127177119255065918e+00,2.566828489303588867e+00,-1.230962872505187988e+00
5.530957579612731934e-01,8.951121568679809570e-01,1.506096124649047852e+00,-2.664177492260932922e-02,6.322313100099563599e-02
5.375697016716003418e-01,-1.147468924522399902e+00,2.340825080871582031e+00,-1.925918459892272949e+00,6.816997379064559937e-02
2.800549566745758057e-01,7.800971865653991699e-01,2.308022379875183105e-01,-6.976606249809265137e-01,-2.810201644897460938e+00
8.445878624916076660e-01,-4.754558086395263672e+00,4.759498536586761475e-01,-1.418198585510253906e+00,2.287979841232299805e+00
8.581370711326599121e-01,-7.734252214431762695e-01,1.749957442283630371e+00,-1.922143578529357910e+00,8.102295547723770142e-02
-1.145393371582031250e+00,3.810970783233642578e+00,-8.079026341438293457e-01,6.603093743324279785e-01,1.181047081947326660e+00
-1.527533382177352905e-01,2.982606887817382812e-01,-4.584988057613372803e-01,-1.272005558013916016e+00,-1.665098309516906738e+00
-7.414092868566513062e-02,1.403179526329040527e+00,3.393715620040893555e-01,2.018882274627685547e+00,3.640173375606536865e-01
-2.212108671665191650e-01,-1.872644275426864624e-01,5.941470265388488770e-01,-2.592249631881713867e+00,-7.216461934149265289e-03
-1.306769967079162598e+00,2.659048318862915039e+00,1.846370100975036621e-02,1.220714330673217773e+00,2.607081890106201172e+00
9.261752367019653320e-01,-1.029790163040161133e+00,-6.420097947120666504e-01,-4.388767182826995850e-01,-7.296835780143737793e-01
-1.515104889869689941e+00,2.676365375518798828e+00,-4.564116001129150391e-01,-3.086798489093780518e-01,-2.511520087718963623e-01
-9.689668416976928711e-01,2.456104606389999390e-01,-1.334382176399230957e+00,-4.502741694450378418e-01,-1.214290380477905273e+00
-1.989331126213073730e+00,1.428135752677917480e+00,5.476063489913940430e-01,6.872043013572692871e-01,3.894599080085754395e-01
-2.269418478012084961e+00,1.474668025970458984e+00,-7.665572762489318848e-01,1.508432269096374512e+00,1.696129322052001953e+00
-1.225123047828674316e+00,1.933853626251220703e+00,7.327637076377868652e-01,-9.751911759376525879e-01,-7.740361690521240234e-01
7.268225401639938354e-02,2.740368366241455078e+00,1.068565249443054199e+00,5.101506710052490234e-01,-1.201135158538818359e+00
9.293997287750244141e-01,-2.177368402481079102e+00,9.451750516891479492e-01,3.524535298347473145e-01,-3.694491684436798096e-01
-2.172500610351562500e+00,-5.276919007301330566e-01,-8.447348475456237793e-01,-4.048092663288116455e-01,4.249870777130126953e-01
