-3.340489864349365234e-01,1.250673651695251465e+00,8.737919330596923828e-01,-3.808889091014862061e-01,-2.869812846183776855e-01,-1.809652209281921387e+00
1.714460492134094238e+00,2.237748861312866211e+00,4.128092229366302490e-01,3.172539472579956055e-01,-6.076843738555908203e-01,-1.513050943613052368e-01
1.448386430740356445e+00,8.512913584709167480e-01,9.161944389343261719e-01,1.322080135345458984e+00,1.710447907447814941e+00,-2.256988048553466797e+00
4.396979510784149170e-01,-8.114673495292663574e-01,2.314483374357223511e-02,1.585916519165039062e+00,1.966582059860229492e+00,-4.872573316097259521e-01
-7.569649219512939453e-01,3.806888163089752197e-01,-1.378570556640625000e+00,1.278419137001037598e+00,1.421790599822998047e+00,3.577567040920257568e-01
4.874720275402069092e-01,1.976069658994674683e-01,-6.088804006576538086e-01,1.043915033340454102e+00,3.174691677093505859e+00,-2.314816713333129883e+00
1.295572161674499512e+00,-7.006431221961975098e-01,2.674568176269531250e+00,1.596336364746093750e+00,-2.971776723861694336e-01,-1.731849312782287598e+00
4.352806508541107178e-01,2.025026977062225342e-01,5.349157452583312988e-01,2.377849102020263672e+00,3.268478870391845703e+00,-4.285320639610290527e-01
-4.282356500625610352e-01,3.008298873901367188e-01,-1.211318850517272949e+00,-3.283339738845825195e-01,1.236489295959472656e+00,-1.163441181182861328e+00
-1.250895142555236816e+00,-9.743471741676330566e-01,-3.725076317787170410e-01,5.214000120759010315e-02,2.215980142354965210e-01,6.753932237625122070e-01
-1.036817133426666260e-01,-1.078802943229675293e+00,1.952709257602691650e-01,9.409641623497009277e-01,-1.283534407615661621e+00,-2.234978675842285156e+00
2.264937013387680054e-01,-1.136267423629760742e+00,-5.184138417243957520e-01,2.274458169937133789e+00,4.770261049270629883e-01,-2.160625457763671875e+00
-3.495481312274932861e-01,1.620047353208065033e-02,-2.463421821594238281e+00,1.511403322219848633e+00,-9.882383048534393311e-02,-3.456918299198150635e-01
1.312729001045227051e+00,1.019656062126159668e+00,-1.232074856758117676e+00,1.554048061370849609e+00,-1.236557364463806152e-01,-5.766302347183227539e-01
-3.542610704898834229e-01,-8.104070276021957397e-02,-1.575799942016601562e+00,1.898027181625366211e+00,1.915764361619949341e-01,-1.134571671485900879e+00
1.750642538070678711e+00,2.080010920763015747e-01,-8.022770285606384277e-02,8.530594110488891602e-01,8.767698407173156738e-01,-7.806227803230285645e-01
-5.074410438537597656e-01,-3.060111105442047119e-01,-1.252799630165100098e+00,-2.114337831735610962e-01,-1.079174399375915527e+00,-4.360522329807281494e-02
-9.160016775131225586e-01,-3.191283047199249268e-01,-1.765717744827270508e+00,-3.004678726196289062e+00,-1.341702938079833984e+00,-2.417438507080078125e+00
-7.347235679626464844e-01,-1.203852146863937378e-01,-3.924176692962646484e-01,2.925615310668945312e-01,5.651212334632873535e-01,-1.512680172920227051e+00
-1.520717620849609375e+00,-1.541761875152587891e+00,7.074175477027893066e-01,1.683144688606262207e+00,1.887087821960449219e+00,-2.584966421127319336e+00
-4.721159338951110840e-01,6.945203542709350586e-01,2.263547420501708984e+00,-9.587081670761108398e-01,-1.334794640541076660e+00,-2.083058118820190430e+00
3.108676373958587646e-01,3.901746869087219238e-01,1.397672742605209351e-01,1.132013797760009766e+00,1.822170257568359375e+00,-1.691427469253540039e+00
-9.071090221405029297e-01,-4.906160831451416016e-01,-1.267538785934448242e+00,2.039110422134399414e+00,-2.617624104022979736e-01,-1.608694911003112793e+00
-8.905068039894104004e-01,2.006013840436935425e-01,1.166089773178100586e+00,1.792183637619018555e+00,1.444789528846740723e+00,-1.683194041252136230e-01
7.351488620042800903e-02,-4.406395554542541504e-01,-4.945575296878814697e-01,8.009633421897888184e-01,-1.563392162322998047e+00,-9.922569245100021362e-02
2.712284326553344727e-01,-4.291432797908782959e-01,-2.678391695022583008e+00,3.967405557632446289e-01,-2.076367139816284180e+00,5.247689485549926758e-01
8.378080129623413086e-01,1.248834252357482910e+00,-1.120209023356437683e-01,1.980453610420227051e+00,2.882038831710815430e+00,-7.404836416244506836e-01
4.955384433269500732e-01,7.539480924606323242e-01,-7.271533012390136719e-01,1.664156794548034668e+00,8.846529722213745117e-01,-2.125538825988769531e+00
-3.703491985797882080e-01,-8.245291113853454590e-01,1.945537209510803223e+00,-1.251303553581237793e+00,-2.400732994079589844e+00,-2.389859199523925781e+00
-6.123319268226623535e-01,-6.596693992614746094e-01,-1.129970788955688477e+00,1.671399176120758057e-01,-5.546055436134338379e-01,-4.203017055988311768e-01
-1.811503529548645020e+00,-1.001186013221740723e+00,-8.711447566747665405e-02,-2.329861164093017578e+00,-6.835271716117858887e-01,-1.253947854042053223e+00
-2.801629304885864258e-01,1.865747928619384766e+00,9.115791320800781250e-01,6.380089521408081055e-01,-7.152929306030273438e-01,-5.656681656837463379e-01
