-6.507726907730102539e-01,-1.927866227924823761e-02,2.426310300827026367e+00,-2.925047874450683594e+00,1.143506646156311035e+00,-1.271952986717224121e+00,-2.558161020278930664e+00,-8.863665461540222168e-01,-2.393842935562133789e-01
-6.172428727149963379e-01,9.104229211807250977e-01,1.219328865408897400e-01,2.617903470993041992e+00,-1.599593043327331543e+00,1.755735039710998535e+00,7.202569246292114258e-01,1.820214986801147461e+00,4.138144850730895996e-01
1.009392380714416504e+00,1.301850914955139160e+00,1.098000049591064453e+00,-1.914696097373962402e+00,1.268039703369140625e+00,4.319122806191444397e-02,-1.471273779869079590e+00,-1.436439514160156250e+00,3.790380060672760010e-01
4.450081288814544678e-01,-5.256569385528564453e-01,1.142536163330078125e+00,7.398328185081481934e-01,-2.429901123046875000e+00,-3.921742737293243408e-01,-2.758916378021240234e+00,3.359700739383697510e-01,1.016760766506195068e-01
1.414397954940795898e+00,-4.182818233966827393e-01,3.032087087631225586e+00,-2.184632778167724609e+00,2.449094653129577637e-01,-1.413384556770324707e+00,-1.888736009597778320e+00,2.206057310104370117e+00,5.588985085487365723e-01
7.071801424026489258e-01,-2.664168775081634521e-01,1.074228048324584961e+00,-4.780036211013793945e-01,-1.369560241699218750e+00,-9.531371593475341797e-01,2.494412422180175781e+00,-1.621526718139648438e+00,2.411009222269058228e-01
2.220790147781372070e+00,5.963913798332214355e-01,1.569992184638977051e+00,-1.818033218383789062e+00,1.159395456314086914e+00,7.207777500152587891e-01,-1.096008062362670898e+00,-1.280390739440917969e+00,-2.844164073467254639e-01
-4.777929484844207764e-01,-1.685177564620971680e+00,2.509170055389404297e+00,-2.108114480972290039e+00,6.298981904983520508e-01,-1.228479743003845215e+00,-2.168798446655273438e+00,1.783157706260681152e+00,2.686688423156738281e+00
2.734381854534149170e-01,3.149497509002685547e-01,3.096617460250854492e+00,-1.142770051956176758e+00,-5.959435105323791504e-01,-2.444433450698852539e+00,-2.509815692901611328e+00,3.667127192020416260e-01,2.639508843421936035e-01
1.107932552695274353e-01,-8.376681804656982422e-01,1.672235488891601562e+00,-1.570170640945434570e+00,5.198025703430175781e-01,-3.344404995441436768e-01,-1.837901324033737183e-01,-5.051479339599609375e-01,2.555474996566772461e+00
9.977084398269653320e-01,-3.560913205146789551e-01,2.059964656829833984e+00,-2.469562530517578125e+00,-1.051687598228454590e+00,1.048543095588684082e+00,4.681213498115539551e-01,9.415410161018371582e-01,1.763147354125976562e+00
2.076524496078491211e+00,-5.450942516326904297e-01,1.846658349037170410e+00,-5.855910181999206543e-01,1.205370903015136719e+00,2.676075696945190430e-01,-5.742473602294921875e-01,-1.801648288965225220e-01,-1.525630831718444824e+00
-6.259924769401550293e-01,8.555067330598831177e-02,-3.745291829109191895e-01,1.857762932777404785e+00,-8.836911320686340332e-01,-1.269009113311767578e+00,8.338812589645385742e-01,1.215535163879394531e+00,-9.670843482017517090e-01
-9.950038790702819824e-01,-6.203629076480865479e-02,1.907241821289062500e+00,-2.675007581710815430e+00,2.506358921527862549e-01,-2.740107059478759766e+00,-1.988833189010620117e+00,-3.362083137035369873e-01,-1.021799325942993164e+00
6.998445987701416016e-01,1.050321698188781738e+00,3.162024319171905518e-01,7.551609277725219727e-01,1.796538084745407104e-01,1.962838321924209595e-01,-1.203789710998535156e+00,6.287192702293395996e-01,2.225641727447509766e+00
7.249168753623962402e-01,-1.689877867698669434e+00,2.651253700256347656e+00,-3.639408946037292480e-01,9.806386232376098633e-01,-4.727015197277069092e-01,-3.417898654937744141e+00,1.755149006843566895e+00,4.792878150939941406e+00
