-4.758241772651672363e-02,-1.090683817863464355e+00,7.114590406417846680e-01,2.192754745483398438e+00,-4.669288098812103271e-01,1.449596762657165527e+00,1.685864329338073730e-01,-1.496735572814941406e+00
-1.194014310836791992e+00,9.514583349227905273e-01,8.378830552101135254e-02,-1.273123502731323242e+00,7.531546950340270996e-01,-3.849653601646423340e-01,-9.678940176963806152e-01,-1.758465021848678589e-01
1.232275366783142090e-02,9.616615772247314453e-01,1.048347592353820801e+00,-2.299984216690063477e+00,-1.417516112327575684e+00,2.087390050292015076e-02,-7.938479632139205933e-02,3.552113473415374756e-01
1.989571213722229004e+00,1.183532714843750000e+00,-4.780780076980590820e-01,-2.845471799373626709e-01,-2.573678493499755859e+00,-2.176730334758758545e-02,7.101865410804748535e-01,-1.275636434555053711e+00
-7.639846205711364746e-01,-4.781481027603149414e-01,-7.955166697502136230e-02,-8.011521697044372559e-01,-8.409294486045837402e-01,8.007135987281799316e-01,2.868133068084716797e+00,2.326083183288574219e+00
-1.137706488370895386e-01,-1.040275860577821732e-02,-5.264183282852172852e-01,1.394766420125961304e-01,1.076036453247070312e+00,9.319672584533691406e-01,-1.190166845917701721e-01,1.182675480842590332e+00
-3.156509399414062500e-01,1.393184661865234375e-01,6.022412776947021484e-01,6.558672338724136353e-02,1.082253694534301758e+00,1.246899843215942383e+00,-1.803927183151245117e+00,-6.916154026985168457e-01
1.091704726219177246e+00,-6.537581235170364380e-02,1.851855367422103882e-01,7.653144001960754395e-01,1.125899434089660645e+00,-1.971552148461341858e-02,-4.732142388820648193e-01,-1.002739667892456055e-01
-1.609546899795532227e+00,-1.648699760437011719e+00,-3.591173589229583740e-01,-5.428651571273803711e-01,-7.716100215911865234e-01,6.746148467063903809e-01,-8.168093562126159668e-01,2.131088078022003174e-01
9.529846906661987305e-01,-1.570569872856140137e+00,-3.669173121452331543e-01,1.424128293991088867e+00,-3.699465990066528320e-01,-2.006176263093948364e-01,1.071033552289009094e-01,-1.026737332344055176e+00
1.055795788764953613e+00,9.108889698982238770e-01,-1.260180234909057617e+00,1.897546291351318359e+00,-4.224899783730506897e-02,-2.813655734062194824e-01,-8.215667605400085449e-01,-1.550380885601043701e-01
1.852777719497680664e+00,8.311530947685241699e-01,-8.290793895721435547e-01,4.570553302764892578e-01,-1.887940406799316406e+00,-5.917853713035583496e-01,-8.302517533302307129e-01,-1.831819176673889160e+00
-1.169145226478576660e+00,-1.110284447669982910e+00,2.163909822702407837e-01,-7.776228338479995728e-02,6.195219233632087708e-03,4.090065360069274902e-01,6.891028881072998047e-01,6.291811466217041016e-01
1.290895581245422363e+00,1.582569479942321777e+00,1.664679944515228271e-01,2.840849459171295166e-01,1.285542368888854980e+00,-6.465926766395568848e-01,-6.718182563781738281e-01,-1.651709079742431641e+00
6.845449805259704590e-01,-1.189996123313903809e+00,-6.286662817001342773e-01,-1.205557346343994141e+00,5.049400925636291504e-01,8.791338652372360229e-02,2.414261817932128906e+00,1.527214407920837402e+00
-4.007963836193084717e-01,-5.058192610740661621e-01,4.039828777313232422e-01,-1.396141529083251953e+00,6.707924008369445801e-01,-3.851845264434814453e-01,-2.079580724239349365e-01,-8.280902504920959473e-01
6.012572646141052246e-01,-4.342402517795562744e-01,7.289938926696777344e-01,-5.658906698226928711e-01,-4.100914001464843750e-01,5.726749822497367859e-02,6.423367857933044434e-01,-5.495790839195251465e-01
1.813028305768966675e-01,4.344278872013092041e-01,-1.082124233245849609e+00,6.229531168937683105e-01,1.874491453170776367e+00,6.724844574928283691e-01,1.178000926971435547e+00,-4.299400448799133301e-01
1.264928221702575684e+00,2.960748076438903809e-01,-6.895434856414794922e-01,-5.264623761177062988e-01,6.873027086257934570e-01,7.226708531379699707e-01,-2.379330545663833618e-01,1.229626297950744629e+00
-8.610146492719650269e-02,-2.674658298492431641e-01,3.181942552328109741e-02,-1.039013385772705078e+00,-6.693107485771179199e-01,1.333234786987304688e+00,1.576934456825256348e+00,2.506518065929412842e-01
-4.336553514003753662e-01,-2.372138202190399170e-01,-1.966345071792602539e+00,-6.844120025634765625e-01,4.770344197750091553e-01,-6.703903675079345703e-01,8.248637318611145020e-01,-1.066608071327209473e+00
5.444573760032653809e-01,-5.630437284708023071e-02,-9.702889323234558105e-01,7.724357247352600098e-01,1.347069621086120605e+00,1.904117226600646973e+00,1.841323971748352051e+00,-2.085834264755249023e+00
-9.451384544372558594e-01,1.345806479454040527e+00,3.321288228034973145e-01,-7.069407105445861816e-01,1.918269991874694824e+00,-1.658374428749084473e+00,-2.102757692337036133e+00,-3.585025668144226074e-01
-2.957382500171661377e-01,-4.392450749874114990e-01,-6.000815629959106445e-01,1.815826296806335449e+00,3.997392654418945312e-01,4.396381080150604248e-01,6.978742480278015137e-01,5.852600336074829102e-01
-1.545824110507965088e-01,1.844890713691711426e+00,7.820225358009338379e-01,-1.542250156402587891e+00,1.610252976417541504e+00,7.602939009666442871e-01,-4.700715243816375732e-01,-6.288844347000122070e-01
1.295684814453125000e+00,-6.134838461875915527e-01,2.759620845317840576e-01,-3.593659996986389160e-01,-1.221189260482788086e+00,1.037218332290649414e+00,-1.638202518224716187e-01,-2.992316186428070068e-01
-4.626218080520629883e-01,-8.041816353797912598e-01,-1.615907907485961914e+00,-2.107250213623046875e+00,1.302163481712341309e+00,1.293931245803833008e+00,4.388162791728973389e-01,-3.894759118556976318e-01
1.311414539813995361e-01,5.029296278953552246e-01,7.677477598190307617e-01,1.713922768831253052e-01,7.192384004592895508e-01,-6.581162214279174805e-01,-2.553779602050781250e+00,1.621561497449874878e-01
-8.084475398063659668e-01,8.905274868011474609e-01,-8.248976469039916992e-01,-1.937479525804519653e-01,3.334541320800781250e-01,-3.461438417434692383e-01,-9.273938089609146118e-02,-1.867146015167236328e+00
-1.388506174087524414e+00,7.660102248191833496e-01,1.383213520050048828e+00,7.314559221267700195e-01,1.450011372566223145e+00,-1.686847329139709473e+00,-9.362437129020690918e-01,-1.045271873474121094e+00
1.444280028343200684e+00,9.764406085014343262e-01,3.904956951737403870e-02,2.504514455795288086e-01,1.453288674354553223e+00,4.857802689075469971e-01,-3.783429563045501709e-01,9.347803890705108643e-03
-1.514810204505920410e+00,-3.129022121429443359e-01,1.109722256660461426e+00,1.118728369474411011e-01,-1.353871375322341919e-01,-9.498527050018310547e-01,1.533827662467956543e+00,-3.528568506240844727e+00
2.513493597507476807e-01,-2.941788733005523682e-01,3.600108996033668518e-02,-1.549126744270324707e+00,4.391229748725891113e-01,-7.504986524581909180e-01,2.586608409881591797e+00,-1.829041957855224609e+00
2.599390745162963867e+00,-8.184031844139099121e-01,-4.973341524600982666e-02,7.923251390457153320e-01,5.002536773681640625e-01,5.998949408531188965e-01,-6.086127161979675293e-01,9.174072742462158203e-02
-6.203364133834838867e-01,1.846915602684020996e+00,5.049768090248107910e-01,8.614634871482849121e-01,1.809990406036376953e+00,3.028615951538085938e+00,-2.056811332702636719e+00,1.929419279098510742e+00
-7.863147854804992676e-01,-1.438656449317932129e-01,-7.469421029090881348e-01,-4.390183091163635254e-01,-5.557912588119506836e-01,1.026850581169128418e+00,-6.954044848680496216e-02,3.393769562244415283e-01
1.131655573844909668e+00,6.297873258590698242e-01,-4.434942603111267090e-01,-5.949816703796386719e-01,-3.853597640991210938e-01,-1.420357704162597656e+00,1.188275933265686035e+00,-1.984042167663574219e+00
4.747011065483093262e-01,1.137190818786621094e+00,1.890728026628494263e-01,-9.852750301361083984e-01,2.944472134113311768e-01,-2.330276072025299072e-01,-9.960556626319885254e-01,-1.082326054573059082e+00
-1.126978080719709396e-02,3.784095942974090576e-01,-5.496793985366821289e-01,-8.968599438667297363e-01,6.625444889068603516e-01,1.786208271980285645e+00,1.238131999969482422e+00,-1.316606521606445312e+00
