-9.344270080327987671e-02,1.209218800067901611e-01,-1.412215828895568848e+00
1.253492236137390137e+00,-6.350982189178466797e-02,1.391377896070480347e-01
-1.001027345657348633e+00,-1.443806529045104980e+00,6.200784444808959961e-01
8.852376341819763184e-01,-1.320456743240356445e+00,2.856286764144897461e-01
-2.709290385246276855e-01,-1.156375333666801453e-01,5.146903991699218750e-01
-5.510442852973937988e-01,-1.571783423423767090e+00,8.855453133583068848e-02
-1.647165268659591675e-01,-1.190142750740051270e+00,5.567253232002258301e-01
-1.641308963298797607e-01,3.248848617076873779e-01,1.663085818290710449e+00
-5.674706697463989258e-01,8.376938104629516602e-01,-1.141904592514038086e+00
-9.611219912767410278e-02,2.516128867864608765e-02,1.497031599283218384e-01
-2.706115007400512695e+00,7.365626692771911621e-01,2.887358665466308594e-01
9.374114871025085449e-02,-4.821575880050659180e-01,-7.657815217971801758e-01
-3.672240078449249268e-01,8.987941145896911621e-01,-1.893744021654129028e-01
-2.149070650339126587e-01,-7.902761101722717285e-01,2.133377552032470703e+00
-2.469444423913955688e-01,1.029838562011718750e+00,8.215563297271728516e-01
6.608330011367797852e-01,6.823810935020446777e-01,3.606501519680023193e-01
-2.334721572697162628e-02,-9.588353335857391357e-02,-1.514211893081665039e+00
2.491715699434280396e-01,2.536208152770996094e+00,-5.135579705238342285e-01
-5.876030325889587402e-01,-3.034372627735137939e-01,-3.553950786590576172e-01
-3.396467864513397217e-01,-1.436982393264770508e+00,7.557315230369567871e-01
-1.001213550567626953e+00,-4.437319040298461914e-01,-8.320945501327514648e-01
4.517173767089843750e-01,-1.852866053581237793e+00,9.777733683586120605e-01
4.800012707710266113e-01,1.602022051811218262e-01,-4.497391283512115479e-01
-4.751112163066864014e-01,1.212398052215576172e+00,9.169874191284179688e-01
-1.210216283798217773e+00,-3.193274438381195068e-01,-3.103407621383666992e-01
1.226579785346984863e+00,-1.802296400070190430e+00,1.587894916534423828e+00
-1.295358061790466309e+00,2.053739577531814575e-01,1.518544405698776245e-01
-5.522670745849609375e-01,-1.447254657745361328e+00,7.783442735671997070e-01
7.102702260017395020e-01,2.791036963462829590e-01,-5.865905880928039551e-01
6.242167949676513672e-01,-8.344061970710754395e-01,-1.553945064544677734e+00
-1.184444189071655273e+00,-2.148097157478332520e-01,-2.504849433898925781e-01
-1.139358520507812500e+00,-9.350599646568298340e-01,5.061571002006530762e-01
-1.373657345771789551e+00,9.632265567779541016e-01,-2.707844376564025879e-01
-8.932460546493530273e-01,9.510282278060913086e-01,1.111330389976501465e+00
8.911074399948120117e-01,7.059412598609924316e-01,7.888331413269042969e-01
-5.919466018676757812e-01,-5.628728866577148438e-01,-3.483296334743499756e-01
1.946572184562683105e+00,1.114167571067810059e+00,1.493442773818969727e+00
-1.673698067665100098e+00,-2.777013778686523438e-01,-1.510186791419982910e+00
4.478540420532226562e-01,-5.123415589332580566e-01,7.375916242599487305e-01
-7.708706855773925781e-01,-1.136217236518859863e+00,-8.184072375297546387e-01
-4.597318768501281738e-01,4.681618511676788330e-01,-1.517250776290893555e+00
1.431129932403564453e+00,2.282959699630737305e+00,7.024919390678405762e-01
5.898944735527038574e-01,-8.072209954261779785e-01,2.272506952285766602e-01
7.285884022712707520e-01,-9.928075075149536133e-01,-1.700398474931716919e-01
-6.051240563392639160e-01,-6.599148511886596680e-01,-2.385207414627075195e+00
1.053455591201782227e+00,9.774193912744522095e-02,-1.477297782897949219e+00
-1.386591047048568726e-02,-1.031062364578247070e+00,1.225324511528015137e+00
1.100873947143554688e+00,-1.079188346862792969e+00,2.986287474632263184e-01
-2.311656177043914795e-01,-3.478347063064575195e-01,-1.555392861366271973e+00
-4.154918193817138672e-01,-4.917852282524108887e-01,-5.084607005119323730e-01
1.901751637458801270e+00,5.297228097915649414e-01,1.393092513084411621e+00
-5.533288717269897461e-01,-1.357791662216186523e+00,-1.225905060768127441e+00
1.349632859230041504e+00,1.446261286735534668e+00,-2.862454652786254883e-01
-1.576117753982543945e+00,-2.403977094218134880e-03,2.849678881466388702e-02
1.045611381530761719e+00,4.542177617549896240e-01,9.236626327037811279e-02
3.907234668731689453e-01,-6.462150216102600098e-01,2.229356020689010620e-01
7.351151704788208008e-01,1.939879059791564941e+00,-4.322193190455436707e-02
-8.099246621131896973e-01,3.552116155624389648e-01,1.296896934509277344e+00
1.106531143188476562e+00,3.199441432952880859e-01,1.499311476945877075e-01
9.928851127624511719e-01,-7.685908675193786621e-01,-6.341299414634704590e-01
2.291899174451828003e-02,-1.669428706169128418e+00,-1.557284474372863770e+00
1.197406202554702759e-01,3.472029566764831543e-01,-2.550750970840454102e-03
1.339601159095764160e+00,-1.045603990554809570e+00,-8.840411901473999023e-01
-6.249620765447616577e-02,1.409463763236999512e+00,-8.711963295936584473e-01
-1.148427724838256836e+00,-1.089717388153076172e+00,1.078615427017211914e+00
1.215119957923889160e+00,7.781751751899719238e-01,1.125314831733703613e+00
4.444873631000518799e-01,1.078000545501708984e+00,1.929290771484375000e+00
-7.079417109489440918e-01,6.430588960647583008e-01,2.919287681579589844e-01
9.098832607269287109e-01,4.166774749755859375e-01,-1.211821913719177246e+00
2.776587009429931641e-01,1.969480276107788086e+00,5.852423906326293945e-01
1.324743926525115967e-01,7.428009510040283203e-01,8.385896086692810059e-01
1.649827599525451660e+00,-1.426766276359558105e+00,1.905638694763183594e+00
