7.011631727218627930e-01,2.454939782619476318e-01,-6.728118062019348145e-01,6.672864556312561035e-01
-9.034205079078674316e-01,1.630546450614929199e+00,-1.110576391220092773e+00,2.410233974456787109e+00
-1.836298406124114990e-01,-1.334941744804382324e+00,7.969816923141479492e-01,7.842743992805480957e-01
-6.715365648269653320e-01,-7.829859852790832520e-02,-8.676599860191345215e-01,7.917708754539489746e-01
-4.487241208553314209e-01,-1.430124878883361816e+00,1.294012546539306641e+00,-4.804878234863281250e-01
-2.031640410423278809e-01,8.062323927879333496e-01,-9.870588779449462891e-01,-5.316298604011535645e-01
6.114908456802368164e-01,-1.625699758529663086e+00,2.879477739334106445e-01,2.536589860916137695e+00
1.337599605321884155e-01,-4.261179566383361816e-01,2.004364728927612305e-01,1.179788351058959961e+00
-1.750922799110412598e+00,-1.492656767368316650e-01,3.531227111816406250e-01,1.129118323326110840e+00
1.270269513130187988e+00,-2.822819232940673828e+00,2.275337457656860352e+00,1.801086902618408203e+00
-8.096258342266082764e-02,5.461082458496093750e-01,-2.651354074478149414e+00,6.167340278625488281e-01
1.262463092803955078e+00,-8.546299338340759277e-01,2.417771339416503906e+00,4.295098185539245605e-01
5.750910639762878418e-01,8.861162513494491577e-02,-6.138619184494018555e-01,7.792341113090515137e-01
2.559620141983032227e-01,7.037106156349182129e-01,-1.603955149650573730e+00,-6.822434067726135254e-01
-4.820665419101715088e-01,-9.947714209556579590e-01,7.382696121931076050e-02,3.119249343872070312e+00
-1.721462160348892212e-01,-2.715323865413665771e-01,-1.236956715583801270e+00,-4.798473417758941650e-01
1.715972423553466797e-01,-1.348340868949890137e+00,-2.577925920486450195e-01,1.340341091156005859e+00
-1.109386682510375977e+00,6.712613254785537720e-02,1.019488811492919922e+00,-1.167183279991149902e+00
-1.690062880516052246e+00,-1.013047918677330017e-01,-9.782509207725524902e-01,-1.205335736274719238e+00
-5.673369765281677246e-01,-9.574538469314575195e-01,-6.254729628562927246e-01,-1.409614205360412598e+00
7.254826426506042480e-01,9.668236970901489258e-01,2.757776677608489990e-01,3.318623304367065430e-01
1.229076534509658813e-01,-1.605831742286682129e+00,9.547632336616516113e-01,-1.686446666717529297e-01
1.774406313896179199e+00,-1.630215764045715332e+00,1.608474493026733398e+00,7.702501416206359863e-01
-4.712530076503753662e-01,-2.890427708625793457e-01,-1.772264003753662109e+00,1.363027542829513550e-01
-7.414690256118774414e-01,-1.851995587348937988e+00,-6.822267770767211914e-01,5.676575303077697754e-01
2.674520015716552734e-01,1.256951332092285156e+00,2.506450712680816650e-01,9.181331396102905273e-01
6.958709955215454102e-01,1.086837410926818848e+00,-1.944167613983154297e+00,9.168577790260314941e-01
-1.408009409904479980e+00,8.074454665184020996e-01,4.263230562210083008e-01,1.117696166038513184e+00
-5.591250658035278320e-01,5.342876072973012924e-03,-9.181056618690490723e-01,-5.626833438873291016e-01
-9.806642532348632812e-01,-4.986225962638854980e-01,9.878830611705780029e-02,2.922464132308959961e+00
-6.798159331083297729e-02,6.959096193313598633e-01,-2.487829685211181641e+00,-2.007199823856353760e-01
-9.147182703018188477e-01,-2.621669769287109375e-01,1.478499889373779297e+00,1.481045484542846680e+00
-1.685057729482650757e-01,2.734202742576599121e-01,-2.141780138015747070e+00,6.371177434921264648e-01
-7.725414633750915527e-02,-3.163722753524780273e-01,-1.476496338844299316e+00,-1.073899507522583008e+00
1.156007528305053711e+00,2.356902509927749634e-01,-1.563937187194824219e+00,6.800675392150878906e-01
-6.638220548629760742e-01,-7.345585227012634277e-01,-4.963997602462768555e-01,2.062238454818725586e+00
8.115822076797485352e-01,1.068670392036437988e+00,-1.143611788749694824e+00,1.341452240943908691e+00
-9.242704510688781738e-02,-1.445256114006042480e+00,-6.250321865081787109e-01,-9.173674583435058594e-01
-3.860357999801635742e-01,-3.050503507256507874e-02,-2.385684967041015625e+00,-2.879432141780853271e-01
-1.457572937011718750e+00,-3.745346367359161377e-01,1.866240382194519043e+00,2.844705879688262939e-01
8.816969394683837891e-01,8.207947611808776855e-01,4.325384497642517090e-01,2.287825822830200195e+00
-2.145021438598632812e+00,-1.591214299201965332e+00,4.733555018901824951e-01,2.517829418182373047e+00
6.332201510667800903e-02,-1.203031837940216064e-01,-1.113615512847900391e+00,7.338523268699645996e-01
-1.059292793273925781e+00,1.515662074089050293e+00,-5.251620411872863770e-01,2.345434665679931641e+00
2.627272129058837891e+00,1.169058084487915039e+00,3.487684011459350586e+00,3.164765357971191406e+00
-1.615494847297668457e+00,-1.511156320571899414e+00,1.007571339607238770e+00,-1.878291219472885132e-01
-7.823058962821960449e-01,1.611619740724563599e-01,1.361630111932754517e-01,1.660427212715148926e+00
-7.970507442951202393e-02,-6.215965151786804199e-01,-1.767003893852233887e+00,1.520665645599365234e+00
-2.343550920486450195e+00,-8.447300791740417480e-01,1.010378956794738770e+00,2.076033502817153931e-01
6.489128470420837402e-01,2.905279695987701416e-01,8.266649246215820312e-01,1.406939029693603516e+00
-4.859785437583923340e-01,1.142049789428710938e+00,-1.051262840628623962e-01,4.328903555870056152e-01
3.067597001791000366e-02,8.195973038673400879e-01,-9.720005989074707031e-01,-1.554940268397331238e-02
3.448777496814727783e-01,-2.022604644298553467e-01,-2.257445812225341797e+00,-4.540823996067047119e-01
-2.209359258413314819e-01,-2.323874272406101227e-02,-1.573467135429382324e+00,9.237717390060424805e-01
-3.336338102817535400e-01,-3.695979416370391846e-01,3.303356170654296875e-01,-5.853769779205322266e-01
8.253485560417175293e-01,-1.368873476982116699e+00,1.711172819137573242e+00,8.550864644348621368e-03
1.037548542022705078e+00,-1.731650590896606445e+00,4.410199642181396484e+00,2.115655899047851562e+00
4.936745166778564453e-01,-1.930606007575988770e+00,6.832872629165649414e-01,2.317528963088989258e+00
9.926368594169616699e-01,-2.183097898960113525e-01,5.007743239402770996e-01,1.377612471580505371e+00
