-8.662104606628417969e-01,9.721843600273132324e-01,-1.138336777687072754e+00,1.361864954233169556e-01,1.443619966506958008e+00,-1.123519539833068848e-01,1.121628761291503906e+00
-9.836413264274597168e-01,3.433602750301361084e-01,3.057447671890258789e-01,6.745716929435729980e-01,-4.930912330746650696e-02,2.603059113025665283e-01,2.611468553543090820e+00
-4.557812586426734924e-03,-1.061689734458923340e+00,2.065167665481567383e+00,1.386436581611633301e+00,-4.574140012264251709e-01,-1.056784272193908691e+00,2.646773815155029297e+00
4.371398687362670898e-01,-8.477612137794494629e-01,2.075617551803588867e+00,1.174620747566223145e+00,-9.283598065376281738e-01,-1.062716484069824219e+00,1.454706311225891113e+00
-1.177313208580017090e+00,5.340478196740150452e-02,-1.767295449972152710e-01,8.752380013465881348e-01,1.293428778648376465e+00,1.420458436012268066e+00,4.764512479305267334e-01
5.379235744476318359e-01,-1.639344334602355957e+00,9.826186299324035645e-01,1.792506456375122070e+00,1.090612411499023438e+00,6.392928957939147949e-01,-9.781171381473541260e-02
-2.174871206283569336e+00,3.590597867965698242e+00,-2.962187290191650391e+00,-2.340860366821289062e+00,-1.225603580474853516e+00,-7.096443772315979004e-01,-4.800182878971099854e-01
-1.387974143028259277e+00,2.583147764205932617e+00,1.288970351219177246e+00,-1.113696217536926270e+00,-5.385249257087707520e-01,2.229300022125244141e+00,-1.958140850067138672e+00
-6.581023931503295898e-01,1.885893344879150391e-01,-3.761324286460876465e-01,-9.128976613283157349e-02,2.266783714294433594e+00,6.870233267545700073e-02,-2.553452551364898682e-01
8.324777334928512573e-02,-1.136537313461303711e+00,1.536334872245788574e+00,2.256643295288085938e+00,3.258952617645263672e+00,5.215749144554138184e-01,-4.756358265876770020e-01
6.073545813560485840e-01,1.010585069656372070e+00,-5.958618521690368652e-01,1.993566036224365234e+00,1.148450732231140137e+00,2.329493522644042969e+00,-2.660184144973754883e+00
1.206492185592651367e+00,1.656394004821777344e+00,-1.851063489913940430e+00,2.513062715530395508e+00,-2.840920090675354004e-01,-1.040223598480224609e+00,6.248772144317626953e-01
-8.926018476486206055e-01,6.705449819564819336e-01,2.255378067493438721e-01,8.288391828536987305e-01,-1.147471666336059570e+00,-5.028942823410034180e-01,6.452013850212097168e-01
-5.832096934318542480e-01,-1.544899582862854004e+00,2.240815401077270508e+00,-1.687543988227844238e+00,-7.785506844520568848e-01,-2.583477497100830078e-01,-1.106306910514831543e+00
2.246870994567871094e-01,-1.202527523040771484e+00,2.299050331115722656e+00,5.192186236381530762e-01,5.062562227249145508e-01,-1.056587457656860352e+00,2.262311935424804688e+00
-6.781124472618103027e-01,-2.326269149780273438e-01,2.266533076763153076e-01,2.330538988113403320e+00,1.175298094749450684e+00,4.611357748508453369e-01,2.773739397525787354e-01
